Item,Correlation,Abs_Correlation,Question_Text
v8_13,-0.2612092073002235,0.2612092073002235,上國八以來，下列事情發生過嗎？（複選題） (13)以上皆非
v28_1,0.2561722321132072,0.2561722321132072,關於上網，以下敘述符不符合你的情形？ (1)想上網而無法上網的時候，我就會感到坐立不安
v8_07,0.2553334774040035,0.2553334774040035,上國八以來，下列事情發生過嗎？（複選題） (7)當眾?臉
v8_01,0.2502076246070836,0.2502076246070836,上國八以來，下列事情發生過嗎？（複選題） (1)我和好朋友感情決裂
v8_09,0.2495003375161853,0.2495003375161853,上國八以來，下列事情發生過嗎？（複選題） (9)升學壓力
v39_4,0.246474058597071,0.246474058597071,上八年級以來，你曾在網路上遇到這樣的事情嗎？ (4)被嘲笑外表、言行舉止
v24_3,0.2464642813718499,0.2464642813718499,關於你在社群媒體上與人們的互動，以下敘述符不符合你的感受。 (3)當我更新狀態而沒有人回應我時，我會感到失望
v28_4,0.2459861033700732,0.2459861033700732,關於上網，以下敘述符不符合你的情形？ (4)發現自己上網休閒的時間越來越長
v8_03,0.2453457229654616,0.2453457229654616,上國八以來，下列事情發生過嗎？（複選題） (3)我在學校裡跟同班同學有過節
v24_1,0.2436111256565549,0.2436111256565549,關於你在社群媒體上與人們的互動，以下敘述符不符合你的感受。 (1)我對自己感到的價值，很大程度是取決於他人對我的看法
v28_7,0.241082775309787,0.241082775309787,關於上網，以下敘述符不符合你的情形？ (7)上網對我的學業或工作已造成一些負面的影響
v35_4,0.2384425539052861,0.2384425539052861,上八年級以來，你曾在實際生活中(非網上)遇到這樣的事情嗎？ (4)被嘲笑外表或言行舉止
v24_5,0.2345961434171178,0.2345961434171178,關於你在社群媒體上與人們的互動，以下敘述符不符合你的感受。 (5)如果人們認識真實的我，他們會對我失去興趣
v6_1,0.2341812413034772,0.2341812413034772,過去一年，請問你家長和你相處情形如何？ (1)批評你或指責你
v28_10,0.2339124248148311,0.2339124248148311,關於上網，以下敘述符不符合你的情形？ (10)我常因熬夜上網休閒，導致白天精神或體力很差
v25_13,0.2318252123158045,0.2318252123158045,以下描述符不符合你的個人經驗感受呢？ (13)比起在現實生活，我覺得自己在網路上比較輕鬆自在
v28_2,0.2314451869603358,0.2314451869603358,關於上網，以下敘述符不符合你的情形？ (2)只要有一段時間沒有上網，我就會覺得心裡不舒服
v54_12,-0.226971703205161,0.226971703205161,你有多同意下列的敘述？ (12)在學校有困難或問題時，我會找老師或認識的大人聊聊
v54_4,-0.2266435960087534,0.2266435960087534,你有多同意下列的敘述？ (4)當我難過的時候，我知道如何讓自己感覺好一點
v28_5,0.2255634508394511,0.2255634508394511,關於上網，以下敘述符不符合你的情形？ (5)平均而言，我每周上網休閒的時間比以前增加許多
v25_14,0.2242494576764435,0.2242494576764435,以下描述符不符合你的個人經驗感受呢？ (14)我喜歡在網路上的生活，勝過於現實中的生活
v6_6,0.2240831228255527,0.2240831228255527,過去一年，請問你家長和你相處情形如何？ (6)跟你常有衝突，彼此關係緊張
v34,-0.2230401693624147,0.2230401693624147,上八年級以來，你曾在實際生活中(非網上)，被其他人辱罵、惡意取笑、破壞或搶取東西、肢體攻擊、拒絕加入討論或活動嗎？
v19_3,-0.2213223052216552,0.2213223052216552,請問以下敘述是否符合對你家長的情形？ (3)家長知道我在學校的課業內容 (例如:現在教到哪裡?)
v5_6,-0.2190252711190104,0.2190252711190104,下列關於你家中生活的情形，你認為符不符合？ (6)當我需要幫忙或忠告時，我可以依賴我的家人
v56_1,0.2124310708923966,0.2124310708923966,請問你同不同意以下的敘述： (1)我的情緒只有我自己知道
v1,-0.2112670217065706,0.2112670217065706,請問你的性別（生理性別）：
v28_3,0.2112158568400746,0.2112158568400746,關於上網，以下敘述符不符合你的情形？ (3)我只要超過一天沒上網玩，就會很難受
v5_3,-0.210469973188433,0.210469973188433,下列關於你家中生活的情形，你認為符不符合？ (3)當有家庭活動時，我們家每個人都會參加
v28_9,0.2087268124455083,0.2087268124455083,關於上網，以下敘述符不符合你的情形？ (9)因為上網的關係，我和家人及朋友的互動減少了
v27_1,0.2086414114554115,0.2086414114554115,你同不同意以下說法？ (1)沒跟上朋友們在網路上聊天或開玩笑的話題，會讓我感到很焦慮
v8_02,0.2065416496549236,0.2065416496549236,上國八以來，下列事情發生過嗎？（複選題） (2)我在班級的成績、排名退步
v54_5,-0.2033124142311649,0.2033124142311649,你有多同意下列的敘述？ (5)我知道如何讓自己平靜下來
v9_1,-0.2009209091337496,0.2009209091337496,下列是有關學校的描述，你同不同意？ (1)我喜歡學校
v5_2,-0.2005199238189665,0.2005199238189665,下列關於你家中生活的情形，你認為符不符合？ (2)家人喜歡共度休閒時光
v54_6,-0.2005196428165545,0.2005196428165545,你有多同意下列的敘述？ (6)當我感到沮喪時，我會調整自己以度過低潮
v24_4,0.2002959092100172,0.2002959092100172,關於你在社群媒體上與人們的互動，以下敘述符不符合你的感受。 (4)我經常檢查我的貼文有沒有獲得新的回應
v54_8,-0.1977697602237449,0.1977697602237449,你有多同意下列的敘述？ (8)我會達成自己所設定的目標
v25_6,-0.1963377184145712,0.1963377184145712,以下描述符不符合你的個人經驗感受呢？ (6)在現實生活裡我覺得自己可以成為理想的自己
v6_2,-0.19617422804065,0.19617422804065,過去一年，請問你家長和你相處情形如何？ (2)理解你、肯定你的想法
v28_8,0.1946608223040061,0.1946608223040061,關於上網，以下敘述符不符合你的情形？ (8)上網已經很明顯地危害到我的生理或心理健康
v27_2,0.194185027833604,0.194185027833604,你同不同意以下說法？ (2)錯過和朋友們在網路上的聚會，會讓我感到很困擾
v12_3,-0.1928813686674552,0.1928813686674552,下列有關你和導師的說法，你認為符不符合目前的情況？ (3)與其他班級比較，我們班的同學彼此之間，最互相信賴
v38,-0.1919065144401299,0.1919065144401299,上八年級以來，你曾在網路上，被其他人辱罵、惡意取笑、拒絕加入討論、散布丟臉的影片、發布不實的訊息嗎？
v5_1,-0.1908060920399124,0.1908060920399124,下列關於你家中生活的情形，你認為符不符合？ (1)作決定時，家人會彼此商量
v25_11,0.1893551463243144,0.1893551463243144,以下描述符不符合你的個人經驗感受呢？ (11)我覺得我在網絡世界和現實世界中是不同的人
v42_14,-0.1875198055211065,0.1875198055211065,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (14)以上皆非
v25_5,-0.1872640462299774,0.1872640462299774,以下描述符不符合你的個人經驗感受呢？ (5)我在現實生活裡可以表現出我最好的一面
v25_10,0.1867201732011351,0.1867201732011351,以下描述符不符合你的個人經驗感受呢？ (10)我在網路上呈現自我的方式，與在現實生活的自我並不相同
v9_3,-0.1857392754655649,0.1857392754655649,下列是有關學校的描述，你同不同意？ (3)我以我的學校為榮
v19_2,-0.1812720548469864,0.1812720548469864,請問以下敘述是否符合對你家長的情形？ (2)家長知道我在學校的學習狀況 (例如:是否跟得上進度?)
v36,-0.1798596417002834,0.1798596417002834,上八年級以來，你曾在實際生活中(非網上)，對別人辱罵、惡意取笑、破壞或搶取東西、肢體攻擊、拒絕讓某個人加入討論或活動嗎？
v25_15,0.1798214855298064,0.1798214855298064,以下描述符不符合你的個人經驗感受呢？ (15)如果可以，我希望自己可以一直待在網路上
v5_4,-0.1781524552669648,0.1781524552669648,下列關於你家中生活的情形，你認為符不符合？ (4)家人會接納彼此的朋友
v8_06,0.1774855733165302,0.1774855733165302,上國八以來，下列事情發生過嗎？（複選題） (6)受人歧視
v56_6,0.1746746144792283,0.1746746144792283,請問你同不同意以下的敘述： (6)當我感受到負向情緒時，我會努力不表現出來
v9_2,0.1736959501860712,0.1736959501860712,下列是有關學校的描述，你同不同意？ (2)我不認為我是學校的一份子
v30,0.1722145571840231,0.1722145571840231,請問你認為現實生活中你的朋友是可以信任的，還是與他們來往時要儘量小心？
v6_3,-0.1712293686977102,0.1712293686977102,過去一年，請問你家長和你相處情形如何？ (3)關心你
v25_4,-0.1707499689895363,0.1707499689895363,以下描述符不符合你的個人經驗感受呢？ (4)我喜歡自己在現實生活裡的形象
v35_1,0.1669417347419204,0.1669417347419204,上八年級以來，你曾在實際生活中(非網上)遇到這樣的事情嗎？ (1)別人用髒話罵或威脅我
v35_5,0.1668511969547454,0.1668511969547454,上八年級以來，你曾在實際生活中(非網上)遇到這樣的事情嗎？ (5)被嘲笑我喜歡某個人
v54_16,-0.166369195249366,0.166369195249366,你有多同意下列的敘述？ (16)當我跟同學相處有問題時，我知道如何尋求協助
v6_5,0.1660572912389294,0.1660572912389294,過去一年，請問你家長和你相處情形如何？ (5)對你不聞不問
v23_9,0.1649539260252854,0.1649539260252854,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (9)我會避免加入朋友們在社群媒體上的對話，即便我正在看著他們的訊息
v49,-0.1627748343319945,0.1627748343319945,學校的科技領域課程對我的數位知識與能力有幫助
v23_8,0.1615520729103882,0.1615520729103882,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (8)我會隱藏自己正在線上活動的紀錄
v26_2,0.1606172933724038,0.1606172933724038,關於你在網路上的意見表達，以下敘述你同不同意？ (2)我總是在網路上留意他人的表現，並和自己的表現進行比較
v25_12,0.1588433593381804,0.1588433593381804,以下描述符不符合你的個人經驗感受呢？ (12)我在網路世界中表現出與現實世界中截然不同的言行舉止
v6_4,-0.1583636031557868,0.1583636031557868,過去一年，請問你家長和你相處情形如何？ (4)提供解決問題的經驗，給你參考
v35_3,0.157870362955984,0.157870362955984,上八年級以來，你曾在實際生活中(非網上)遇到這樣的事情嗎？ (3)不讓我加入討論、活動或不准別人跟我說話、一起行動
v54_9,-0.1552677212723962,0.1552677212723962,你有多同意下列的敘述？ (9)我會思考達到目標所需要採取的步驟
v12_1,-0.1527505885409202,0.1527505885409202,下列有關你和導師的說法，你認為符不符合目前的情況？ (1)當我需要他們的時候，我的同學們總是會適時伸出援手
v10_2,0.1519906861754349,0.1519906861754349,下列是有關學校的描述，你同不同意？ (2)學生抽菸或喝酒問題嚴重
v20_2_11,0.1508778814576806,0.1508778814576806,關於上網，你母親和你有沒有以下的情形？ (11)會因為你上網而責罵你
v10_1,0.1498583394549492,0.1498583394549492,下列是有關學校的描述，你同不同意？ (1)學生逃學或翹課情況嚴重
v45_2,-0.1470947629323414,0.1470947629323414,以下敘述符不符合你的上網學習情形？ (2)我能要求自己先完成作業或讀書進度後，才能去看我喜歡的網站或玩手機
v19_7,-0.146889018334474,0.146889018334474,請問以下敘述是否符合對你家長的情形？ (7)家長會花時間在我的學校功課上
v23_2,0.1465376487548882,0.1465376487548882,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (2)我會刻意選擇自己看起來好看的照片發佈
v54_20,-0.1455080263082136,0.1455080263082136,你有多同意下列的敘述？ (20)當朋友或同學要違反規定時，我會告訴他們這是不對的
v40,-0.1451777299398107,0.1451777299398107,上八年級以來，你曾在網路上，對別人辱罵、惡意取笑、拒絕加入討論、散布丟臉的影片、發布不實訊息等事情嗎？
v39_3,0.1450053572282852,0.1450053572282852,上八年級以來，你曾在網路上遇到這樣的事情嗎？ (3)不讓我加入討論
v27_3,0.1435552394978129,0.1435552394978129,你同不同意以下說法？ (3)我會隨時透過網路追蹤朋友們的行蹤和做的事情
v56_4,0.1420377202507656,0.1420377202507656,請問你同不同意以下的敘述： (4)我控制自己情緒的方法是不把它們表現出來
v39_5,0.1394068038733662,0.1394068038733662,上八年級以來，你曾在網路上遇到這樣的事情嗎？ (5)被嘲笑我喜歡某人
v41_2,0.1372227230767116,0.1372227230767116,上八年級以來，你曾在網路上對別人做過這樣的事嗎？ (2)說某人的壞話
v6_10,-0.1371769270919763,0.1371769270919763,過去一年，請問你家長和你相處情形如何？ (10)有關你的事，會告訴你他們的想法
v6_8,0.136895857105319,0.136895857105319,過去一年，請問你家長和你相處情形如何？ (8)同樣一件事，他們有時處罰小孩，有時不處罰
v54_7,-0.13659262440151,0.13659262440151,你有多同意下列的敘述？ (7)我會為自己設定目標
v39_6,0.1358255512875613,0.1358255512875613,上八年級以來，你曾在網路上遇到這樣的事情嗎？ (6)在網路散布使我丟臉的照片或影片
v25_7,0.1348928561678312,0.1348928561678312,以下描述符不符合你的個人經驗感受呢？ (7)我在網路世界裡經常會扮演成不一樣的角色
v7b_2,0.1334029872948423,0.1334029872948423,那下列這些事情，你父母管得嚴不嚴？ (2)和朋友的活動
v61,-0.1330590074884882,0.1330590074884882,請問你的身高______公分（僅能填答阿拉伯數字）
v23_7,0.1315907350256626,0.1315907350256626,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (7)我會用不被發現的方式，瀏覽人們在網路上的訊息
v21_6,0.1301301094087944,0.1301301094087944,在平日(上學日)，請問你每天花多少時間在網路上瀏覽自己有興趣的資訊
v26_5,0.1299914658842809,0.1299914658842809,關於你在網路上的意見表達，以下敘述你同不同意？ (5)我總是好奇網路上的人們在和我遇到相同的問題時會怎麼想或怎麼做
v39_1,0.1298352484658191,0.1298352484658191,上八年級以來，你曾在網路上遇到這樣的事情嗎？ (1)別人用髒話罵或威脅我
v21_4,0.1287341903381591,0.1287341903381591,在平日(上學日)，請問你每天花多少時間上網看影片、聽音樂、迷因梗圖、卡通、漫畫
v42_09,0.1276181243332282,0.1276181243332282,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (9)喝酒
v8_11,0.1275889981401571,0.1275889981401571,上國八以來，下列事情發生過嗎？（複選題） (11)家裡沒有錢了
v54_11,-0.1274611650233715,0.1274611650233715,你有多同意下列的敘述？ (11)我會跟別人分享自己的感受或想法
v44_1,0.1273460642647082,0.1273460642647082,以下有關使用手機或上網的原因，你同不同意？ (1)是打發時間的好方法
v26_4,0.1271632797942544,0.1271632797942544,關於你在網路上的意見表達，以下敘述你同不同意？ (4)如果我想要更瞭解某些事情，我會試著去網路上看看別人的想法
v54_2,0.1271240092885586,0.1271240092885586,你有多同意下列的敘述？ (2)當我的情緒讓我無法專注的時候，我會感覺到
v26_6,0.126110774426062,0.126110774426062,關於你在網路上的意見表達，以下敘述你同不同意？ (6)我喜歡在網路上看看其他人的不同觀點和經歷
v12_2,-0.1250741021085082,0.1250741021085082,下列有關你和導師的說法，你認為符不符合目前的情況？ (2)當班上的同學需要我的時候，我總是會適時伸出援手
v21_5,0.1233658064756975,0.1233658064756975,在平日(上學日)，請問你每天花多少時間上網和他人聊天（傳訊息）
v41_4,0.1228422549604111,0.1228422549604111,上八年級以來，你曾在網路上對別人做過這樣的事嗎？ (4)嘲笑某人的外貌、言行舉止
v14_4_04,0.121737498957657,0.121737498957657,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (4)在實際生活(非網路)中，你不喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第4位
v35_8,0.1211930514400389,0.1211930514400389,上八年級以來，你曾在實際生活中(非網上)遇到這樣的事情嗎？ (8)被某人肢體攻擊
v4_2,-0.1210774512397158,0.1210774512397158,請問你同不同意以下的敘述 (2)就算是我不喜歡的事，我也會盡全力做
v54_1,0.1207550052061805,0.1207550052061805,你有多同意下列的敘述？ (1)當我緊張的時候，我可以感覺到身體的變化，如心跳加快
v20_1_11,0.1200296814495536,0.1200296814495536,關於上網，你父親和你有沒有以下的情形？ (11)會因為你上網而責罵你
v53_5,-0.1192188816768559,0.1192188816768559,請依據你過去六個月的經驗與事實，回答以下各題 (5)我常自願幫助別人 (父母、老師、同學)
v37_2,0.1167300379758866,0.1167300379758866,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (2)說某人的壞話
v14_4_03,0.1163526414671502,0.1163526414671502,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (4)在實際生活(非網路)中，你不喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第3位
v25_8,0.1155830154931518,0.1155830154931518,以下描述符不符合你的個人經驗感受呢？ (8)我在不同的社群媒體中（如臉書、IG）會有不一樣的形象
v20_2_12,0.1147520446049813,0.1147520446049813,關於上網，你母親和你有沒有以下的情形？ (12)會因為你在網路購物而和你起衝突
v54_10,-0.1144494422369237,0.1144494422369237,你有多同意下列的敘述？ (10)我會跟同學好好的相處
v54_13,-0.1142757472686345,0.1142757472686345,你有多同意下列的敘述？ (13)我會接納那些我不熟悉的人
v43_2,0.1141557411493557,0.1141557411493557,請問你有多常會遇到下面的狀況？ (2)對我來說，使用網路要付的費用太貴
v43_1,0.113057300820086,0.113057300820086,請問你有多常會遇到下面的狀況？ (1)對我來說，要取得與使用3C產品(手機、電腦、平板)的費用太高
v23_3,0.1122090855523219,0.1122090855523219,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (3)我會發佈對自己形象加分的訊息，即使那不是真實的情況
v11_2,-0.1119621136025133,0.1119621136025133,下列有關你和導師的說法，你認為符不符合目前的情況？ (2)我跟導師很親近
v4_3,-0.111938024964692,0.111938024964692,請問你同不同意以下的敘述 (3)就算一件事需要很長時間才會開始看到結果，我仍然會努力維持我在這件事上的表現
v25_9,0.1118281123905674,0.1118281123905674,以下描述符不符合你的個人經驗感受呢？ (9)我喜歡在網路上擁有多種不一樣的身分、形象或樣貌
v14_4_02,0.1096393427370824,0.1096393427370824,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (4)在實際生活(非網路)中，你不喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第2位
v44_2,0.1088782999451692,0.1088782999451692,以下有關使用手機或上網的原因，你同不同意？ (2)可以讓我找到和連接我覺得對我中意或磁場相合的人
v19_8,-0.1082998439116523,0.1082998439116523,請問以下敘述是否符合對你家長的情形？ (8)家長會幫我看聯絡簿
v8_10,0.10822617556254,0.10822617556254,上國八以來，下列事情發生過嗎？（複選題） (10)我生了重病或受重傷
v22_1,0.1067397663176925,0.1067397663176925,當你在現實生活遇到困難感到憂慮時，你會上網： (1)找人聊天給你支持或安慰
v42_13,0.1066538585388134,0.1066538585388134,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (13)深夜不回家在外遊蕩
v23_1,0.1051267375927638,0.1051267375927638,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (1)我只會發布自己看起來高興、愉快的照片
v42_11,0.1050088561448818,0.1050088561448818,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (11)收聽或觀看盜版的音樂與影片
v42_01,0.1036396858911806,0.1036396858911806,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (1)考試作弊
v7a_3,-0.1027059267749187,0.1027059267749187,請問以你這個年紀而言，父母管下列這些事情，你認為恰不恰當？ (3)興趣、嗜好
v56_3,-0.1026591024247606,0.1026591024247606,請問你同不同意以下的敘述： (3)當我面對有壓力的情境時，我會往可以讓自己冷靜下來的方向來想這件事
v14_4_05,0.1010902494718864,0.1010902494718864,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (4)在實際生活(非網路)中，你不喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第5位
v22_4,0.1002732501487707,0.1002732501487707,當你在現實生活遇到困難感到憂慮時，你會上網： (4)瀏覽跟困難無關的資訊，轉移自己的注意力
v20_1_4,-0.0990971639281131,0.0990971639281131,關於上網，你父親和你有沒有以下的情形？ (4)會陪你一起上網查資料或做作業
v39_7,0.0988707570676904,0.0988707570676904,上八年級以來，你曾在網路上遇到這樣的事情嗎？ (7)假冒我的社交帳號或是電子郵件，在網路上發布不實訊息
v25_3,0.0981359122388236,0.0981359122388236,以下描述符不符合你的個人經驗感受呢？ (3)在網路世界中我覺得自己可以成為理想的自己
v42_02,0.0958518576522003,0.0958518576522003,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (2)離家出走
v26_1,0.0952302499925325,0.0952302499925325,關於你在網路上的意見表達，以下敘述你同不同意？ (1)我經常會在網路上和他人比較自己在生活上獲得的成就
v45_3,-0.0948661032866021,0.0948661032866021,以下敘述符不符合你的上網學習情形？ (3)我會運用學習平台上的儀表板，了解自己的認真或表現情況（如：目前得分、作業缺交、影片觀看記錄、相對於全班的表現等）
v6_9,0.094658684420705,0.094658684420705,過去一年，請問你家長和你相處情形如何？ (9)處罰你時會打你
v11_1,-0.0935927775688457,0.0935927775688457,下列有關你和導師的說法，你認為符不符合目前的情況？ (1)導師很關心我
v56_5,-0.0925265536161114,0.0925265536161114,請問你同不同意以下的敘述： (5)當我想讓自己有更正向的情緒，我會換個角度來想當下的狀況
v37_4,0.0922462346489051,0.0922462346489051,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (4)嘲笑某人的外貌或言行舉止
v14_2_04,0.0918120352637219,0.0918120352637219,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (2)在網路上，你不喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第4位
v27_4,0.0914144791381455,0.0914144791381455,你同不同意以下說法？ (4)沒跟上網路上的首播、直播或活動，我會感到很困擾
v26_3,0.0903146876094618,0.0903146876094618,關於你在網路上的意見表達，以下敘述你同不同意？ (3)我經常在網路上和他人比較自己受歡迎的程度
v14_2_05,0.0900546700617832,0.0900546700617832,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (2)在網路上，你不喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第5位
v20_2_4,-0.0898329136721633,0.0898329136721633,關於上網，你母親和你有沒有以下的情形？ (4)會陪你一起上網查資料或做作業
v22_6,0.0895414959484471,0.0895414959484471,當你在現實生活遇到困難感到憂慮時，你會上網： (6)購物來改善心情或壓力感受
v7a_2,-0.0893033693597941,0.0893033693597941,請問以你這個年紀而言，父母管下列這些事情，你認為恰不恰當？ (2)和朋友的活動
v14_4_01,0.088940498318979,0.088940498318979,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (4)在實際生活(非網路)中，你不喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第1位
v14_2_03,0.0881308199337298,0.0881308199337298,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (2)在網路上，你不喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第3位
v7a_1,-0.0880759360955551,0.0880759360955551,請問以你這個年紀而言，父母管下列這些事情，你認為恰不恰當？ (1)穿著、打扮、造型
v47_6,0.0878405518255546,0.0878405518255546,以下關於媒體網站的運用敘述，你同不同意？ (6)貼文和傳照片影片時，我會視情況設定要分享給誰看到
v4_1,-0.0871589481347799,0.0871589481347799,請問你同不同意以下的敘述 (1)就算身體有點不舒服或有其他正當理由可以休息，我還是會努力完成每天該做的事
v20_1_12,0.0870542982910137,0.0870542982910137,關於上網，你父親和你有沒有以下的情形？ (12)會因為你在網路購物而和你起衝突
v42_04,0.0865946223072656,0.0865946223072656,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (4)偷拿別人的東西
v20_2_9,0.0864799988333465,0.0864799988333465,關於上網，你母親和你有沒有以下的情形？ (9)會問你在網上做什麼
v19_10,-0.0856922106967793,0.0856922106967793,請問以下敘述是否符合對你家長的情形？ (10)家長會上網幫我搜尋相關的教學材料或教學平台
v14_2_02,0.0841884079447668,0.0841884079447668,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (2)在網路上，你不喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第2位
v20_2_8,0.0830813788433515,0.0830813788433515,關於上網，你母親和你有沒有以下的情形？ (8)擔心你課業成績會因為上網而有不好影響
v37_5,0.083039306101107,0.083039306101107,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (5)嘲笑某人他喜歡某個人
v25_2,0.0819655125850976,0.0819655125850976,以下描述符不符合你的個人經驗感受呢？ (2)我在網路上可以表現出我最好的一面
v19_4,-0.0815845004039523,0.0815845004039523,請問以下敘述是否符合對你家長的情形？ (4)家長會參加學校的家長會/學校日
v19_6,-0.0811168390814964,0.0811168390814964,請問以下敘述是否符合對你家長的情形？ (6)家長會到學校擔任義工/志工
v3,-0.0806504911174345,0.0806504911174345,我們的社會中，有一群人比較接近上層，有一群人比較接近下層。下面有一個由上到下的圖表，請問你認為自己的家庭最接近這個圖表裡面的哪一層？
v59_1h,0.0800635418686908,0.0800635418686908,請問你過去一個月來的日常(大多數)睡眠習慣： (1)過去一個月來，在需要上課的日子，你通常幾點上床睡覺？時
v45_4,-0.0800585005784889,0.0800585005784889,以下敘述符不符合你的上網學習情形？ (4)我會運用學習平台以外的軟體來安排我的學習進度（如：時間安排-Google日曆、專注-Forrest、備忘錄-Notion、閃字卡-Anki等）
v37_8,0.0792902703610858,0.0792902703610858,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (8)對某人肢體攻擊
v7b_1,0.0790164171320851,0.0790164171320851,那下列這些事情，你父母管得嚴不嚴？ (1)穿著、打扮、造型
